system:index,urban_class,.geo
"4296,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19196752452098,28.754762572179185]}"
"4297,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2103696314746,28.754762572179185]}"
"4298,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2276892615486,28.754762572179185]}"
"4299,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24609136850223,28.754762572179185]}"
"4300,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26449347545588,28.754762572179185]}"
"4301,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28181310552988,28.754762572179185]}"
"4302,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30021521248351,28.754762572179185]}"
"4303,1600_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3175348425575,28.754762572179185]}"
"4304,1600_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33593694951114,28.754762572179185]}"
"4305,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35325657958515,28.754762572179185]}"
"4306,1600_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37165868653878,28.754762572179185]}"
"4307,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39006079349242,28.754762572179185]}"
"4308,1600_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40738042356642,28.754762572179185]}"
"4274,1601_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79636673510225,28.772620368147845]}"
"4275,1601_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81477079831984,28.772620368147845]}"
"4276,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83317486153742,28.772620368147845]}"
"4277,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85049633280101,28.772620368147845]}"
"4278,1601_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86890039601857,28.772620368147845]}"
"4279,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88622186728219,28.772620368147845]}"
"4280,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90462593049978,28.772620368147845]}"
"4281,1601_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92302999371735,28.772620368147845]}"
"4282,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94035146498094,28.772620368147845]}"
"4283,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95875552819852,28.772620368147845]}"
"4284,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97607699946211,28.772620368147845]}"
"4285,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9944810626797,28.772620368147845]}"
"4286,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01288512589727,28.772620368147845]}"
"4287,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03020659716087,28.772620368147845]}"
"4288,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04861066037843,28.772620368147845]}"
"4289,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06593213164204,28.772620368147845]}"
"4290,1601_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0843361948596,28.772620368147845]}"
"4291,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10274025807719,28.772620368147845]}"
"4292,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12006172934079,28.772620368147845]}"
"4293,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13846579255838,28.772620368147845]}"
"4294,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15578726382196,28.772620368147845]}"
"4295,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17419132703955,28.772620368147845]}"
"4296,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19151279830314,28.772620368147845]}"
"4297,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20991686152072,28.772620368147845]}"
"4298,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22832092473828,28.772620368147845]}"
"4299,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2456423960019,28.772620368147845]}"
"4300,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26404645921946,28.772620368147845]}"
"4301,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28136793048307,28.772620368147845]}"
"4302,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29977199370063,28.772620368147845]}"
"4303,1601_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31817605691822,28.772620368147845]}"
"4304,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33549752818182,28.772620368147845]}"
"4305,1601_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3539015913994,28.772620368147845]}"
"4306,1601_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37122306266299,28.772620368147845]}"
"4307,1601_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38962712588058,28.772620368147845]}"
"4308,1601_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40803118909814,28.772620368147845]}"
"4274,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79734760238689,28.7913297768246]}"
"4275,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81467100433159,28.7913297768246]}"
"4276,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83307711889783,28.7913297768246]}"
"4277,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85148323346405,28.7913297768246]}"
"4278,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86880663540876,28.7913297768246]}"
"4279,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.887212749975,28.7913297768246]}"
"4280,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90453615191969,28.7913297768246]}"
"4281,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92294226648593,28.7913297768246]}"
"4282,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94134838105218,28.7913297768246]}"
"4283,1602_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95867178299686,28.7913297768246]}"
"4284,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9770778975631,28.7913297768246]}"
"4285,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99440129950779,28.7913297768246]}"
"4286,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01280741407403,28.7913297768246]}"
"4287,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03121352864027,28.7913297768246]}"
"4288,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04853693058497,28.7913297768246]}"
"4289,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0669430451512,28.7913297768246]}"
"4290,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0842664470959,28.7913297768246]}"
"4291,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10267256166215,28.7913297768246]}"
"4292,1602_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11999596360683,28.7913297768246]}"
"4293,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13840207817307,28.7913297768246]}"
"4294,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15680819273932,28.7913297768246]}"
"4295,1602_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.174131594684,28.7913297768246]}"
"4296,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19253770925025,28.7913297768246]}"
"4297,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20986111119493,28.7913297768246]}"
"4298,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22826722576117,28.7913297768246]}"
"4299,1602_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24667334032742,28.7913297768246]}"
"4300,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26399674227211,28.7913297768246]}"
"4301,1602_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28240285683836,28.7913297768246]}"
"4302,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29972625878304,28.7913297768246]}"
"4303,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31813237334929,28.7913297768246]}"
"4304,1602_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33653848791553,28.7913297768246]}"
"4305,1602_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35386188986021,28.7913297768246]}"
"4306,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37226800442646,28.7913297768246]}"
"4307,1602_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38959140637114,28.7913297768246]}"
"4308,1602_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40799752093739,28.7913297768246]}"
"4274,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79686263426693,28.809189943902908]}"
"4275,1603_0",22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81527070878184,28.809189943902908]}"
"4276,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83259595538408,28.809189943902908]}"
"4277,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85100402989897,28.809189943902908]}"
"4278,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86941210441387,28.809189943902908]}"
"4279,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88673735101611,28.809189943902908]}"
"4280,1603_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.905145425531,28.809189943902908]}"
"4281,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92247067213326,28.809189943902908]}"
"4282,1603_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94087874664815,28.809189943902908]}"
"4283,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95928682116305,28.809189943902908]}"
"4284,1603_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97661206776529,28.809189943902908]}"
"4285,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9950201422802,28.809189943902908]}"
"4286,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01234538888245,28.809189943902908]}"
"4287,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03075346339735,28.809189943902908]}"
"4288,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0480787099996,28.809189943902908]}"
"4289,1603_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06648678451448,28.809189943902908]}"
"4290,1603_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08489485902939,28.809189943902908]}"
"4291,1603_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10222010563163,28.809189943902908]}"
"4292,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12062818014653,28.809189943902908]}"
"4293,1603_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13795342674877,28.809189943902908]}"
"4294,1603_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15636150126367,28.809189943902908]}"
"4295,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17476957577856,28.809189943902908]}"
"4296,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19209482238081,28.809189943902908]}"
"4297,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2105028968957,28.809189943902908]}"
"4298,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22782814349797,28.809189943902908]}"
"4299,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24623621801287,28.809189943902908]}"
"4300,1603_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26464429252776,28.809189943902908]}"
"4301,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28196953913002,28.809189943902908]}"
"4302,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3003776136449,28.809189943902908]}"
"4303,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31770286024715,28.809189943902908]}"
"4304,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33611093476205,28.809189943902908]}"
"4305,1603_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35451900927694,28.809189943902908]}"
"4306,1603_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37184425587918,28.809189943902908]}"
"4307,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39025233039409,28.809189943902908]}"
"4308,1603_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40757757699633,28.809189943902908]}"
"4274,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79746628061883,28.82705127047136]}"
"4275,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81479337357439,28.82705127047136]}"
"4276,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83320340983967,28.82705127047136]}"
"4277,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85053050279522,28.82705127047136]}"
"4278,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.8689405390605,28.82705127047136]}"
"4279,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88735057532578,28.82705127047136]}"
"4280,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90467766828134,28.82705127047136]}"
"4281,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92308770454662,28.82705127047136]}"
"4282,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9404147975022,28.82705127047136]}"
"4283,1604_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95882483376747,28.82705127047136]}"
"4284,1604_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97615192672303,28.82705127047136]}"
"4285,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99456196298831,28.82705127047136]}"
"4286,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0129719992536,28.82705127047136]}"
"4287,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03029909220915,28.82705127047136]}"
"4288,1604_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04870912847443,28.82705127047136]}"
"4289,1604_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06603622142998,28.82705127047136]}"
"4290,1604_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08444625769528,28.82705127047136]}"
"4291,1604_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10285629396054,28.82705127047136]}"
"4292,1604_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1201833869161,28.82705127047136]}"
"4293,1604_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13859342318138,28.82705127047136]}"
"4294,1604_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15592051613694,28.82705127047136]}"
"4295,1604_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17433055240221,28.82705127047136]}"
"4296,1604_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19274058866749,28.82705127047136]}"
"4297,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21006768162306,28.82705127047136]}"
"4298,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22847771788835,28.82705127047136]}"
"4299,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24580481084391,28.82705127047136]}"
"4300,1604_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26421484710919,28.82705127047136]}"
"4301,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28262488337447,28.82705127047136]}"
"4302,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29995197633002,28.82705127047136]}"
"4303,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3183620125953,28.82705127047136]}"
"4304,1604_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33568910555086,28.82705127047136]}"
"4305,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35409914181614,28.82705127047136]}"
"4306,1604_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3714262347717,28.82705127047136]}"
"4307,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38983627103697,28.82705127047136]}"
"4308,1604_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40824630730226,28.82705127047136]}"
"4274,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79699277387805,28.844913757519432]}"
"4275,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81540477369691,28.844913757519432]}"
"4276,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83273371470288,28.844913757519432]}"
"4277,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85114571452175,28.844913757519432]}"
"4278,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86847465552773,28.844913757519432]}"
"4279,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88688665534659,28.844913757519432]}"
"4280,1605_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90529865516545,28.844913757519432]}"
"4281,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92262759617145,28.844913757519432]}"
"4282,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9410395959903,28.844913757519432]}"
"4283,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9583685369963,28.844913757519432]}"
"4284,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97678053681516,28.844913757519432]}"
"4285,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99410947782115,28.844913757519432]}"
"4286,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01252147764002,28.844913757519432]}"
"4287,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03093347745887,28.844913757519432]}"
"4288,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04826241846486,28.844913757519432]}"
"4289,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06667441828372,28.844913757519432]}"
"4290,1605_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0840033592897,28.844913757519432]}"
"4291,1605_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10241535910856,28.844913757519432]}"
"4292,1605_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12082735892743,28.844913757519432]}"
"4293,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13815629993343,28.844913757519432]}"
"4294,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15656829975227,28.844913757519432]}"
"4295,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17389724075827,28.844913757519432]}"
"4296,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19230924057713,28.844913757519432]}"
"4297,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.210721240396,28.844913757519432]}"
"4298,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22805018140197,28.844913757519432]}"
"4299,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24646218122083,28.844913757519432]}"
"4300,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26379112222682,28.844913757519432]}"
"4301,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28220312204569,28.844913757519432]}"
"4302,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29953206305167,28.844913757519432]}"
"4303,1605_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31794406287054,28.844913757519432]}"
"4304,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3363560626894,28.844913757519432]}"
"4305,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35368500369539,28.844913757519432]}"
"4306,1605_0",13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37209700351424,28.844913757519432]}"
"4307,1605_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38942594452024,28.844913757519432]}"
"4308,1605_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40783794433911,28.844913757519432]}"
"4274,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79652494551513,28.86277740603723]}"
"4275,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81493891069223,28.86277740603723]}"
"4276,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83335287586932,28.86277740603723]}"
"4277,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85068366662425,28.86277740603723]}"
"4278,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86909763180134,28.86277740603723]}"
"4279,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88642842255626,28.86277740603723]}"
"4280,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90484238773338,28.86277740603723]}"
"4281,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9221731784883,28.86277740603723]}"
"4282,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9405871436654,28.86277740603723]}"
"4283,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95900110884249,28.86277740603723]}"
"4284,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9763318995974,28.86277740603723]}"
"4285,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9947458647745,28.86277740603723]}"
"4286,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01207665552941,28.86277740603723]}"
"4287,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03049062070652,28.86277740603723]}"
"4288,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04890458588362,28.86277740603723]}"
"4289,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06623537663853,28.86277740603723]}"
"4290,1606_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08464934181562,28.86277740603723]}"
"4291,1606_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10198013257055,28.86277740603723]}"
"4292,1606_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12039409774766,28.86277740603723]}"
"4293,1606_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13880806292474,28.86277740603723]}"
"4294,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.15613885367968,28.86277740603723]}"
"4295,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17455281885677,28.86277740603723]}"
"4296,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19188360961168,28.86277740603723]}"
"4297,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21029757478878,28.86277740603723]}"
"4298,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2276283655437,28.86277740603723]}"
"4299,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2460423307208,28.86277740603723]}"
"4300,1606_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2644562958979,28.86277740603723]}"
"4301,1606_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28178708665281,28.86277740603723]}"
"4302,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3002010518299,28.86277740603723]}"
"4303,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31753184258483,28.86277740603723]}"
"4304,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33594580776193,28.86277740603723]}"
"4305,1606_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.35435977293902,28.86277740603723]}"
"4306,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37169056369396,28.86277740603723]}"
"4307,1606_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39010452887105,28.86277740603723]}"
"4308,1606_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40743531962596,28.86277740603723]}"
"4274,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79714608923189,28.880642217015566]}"
"4275,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81447873143561,28.880642217015566]}"
"4276,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83289466377708,28.880642217015566]}"
"4277,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85131059611854,28.880642217015566]}"
"4278,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86864323832228,28.880642217015566]}"
"4279,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88705917066375,28.880642217015566]}"
"4280,1607_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90439181286746,28.880642217015566]}"
"4281,1607_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92280774520891,28.880642217015566]}"
"4282,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94014038741264,28.880642217015566]}"
"4283,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9585563197541,28.880642217015566]}"
"4284,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97697225209556,28.880642217015566]}"
"4285,1607_0",23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99430489429929,28.880642217015566]}"
"4286,1607_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01272082664075,28.880642217015566]}"
"4287,1607_0",11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03005346884449,28.880642217015566]}"
"4288,1607_0",12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04846940118593,28.880642217015566]}"
"4289,1607_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0668853335274,28.880642217015566]}"
"4290,1607_0",21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08421797573114,28.880642217015566]}"
"4291,1607_0",30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10263390807259,28.880642217015566]}"
